name,years,country,sector,position
Hans van Mierlo,,Netherlands,Unknown,Minister of Defense
Einar Nagell-Erichsen,,Norway,Unknown,"Managing Director,Aftenposten/Schibstedgruppen"
James R. Nininger,,Canada,Unknown,"President,Conference Board of Canada"
Piero Ostellino,,Italy,Unknown,"Columnist,Corriere dell Sera"
Haluk Özgül,,Turkey,Unknown,Ambassador of Turkey in Norway
"Robert L. Pfaltzgraff, Jr.",,United States,Unknown,"Professor,Fletcher School of Law and Diplomacy; Author Working Paper Session   II"
Karl Otto Pohl,,Federal Republic of Germany,Unknown,"President,Deutsche Bundesbank"
James Roche,,United States,Unknown,"Senior Deputy Director, Policy Planning Staff, Department of State"
Virginio Rognoni,,Italy,Unknown,Minister of Internal Affairs
Lord Roll of Ipsden,,United Kingdom,Unknown,"Chairman,S. G. Warburg & Co. Ltd."
Sir John Sainsbury,,United Kingdom,Unknown,"Chairman,J. Sainsbury PLC"
E. Antoine Seilliere,,France,Unknown,"Director General,Compagnie Internationale pour le Commerce et l'Industrie"
William E. Simon,,United States,Unknown,"Chairman, Crescent Diversified Ltd.; Former Secretary of the Treasury; Author Working Paper Session IV"
Henri F. Simonet,,Belgium,Unknown,Member of Parliament; Author Working Paper Session I
Anders C. Sjaastad,,Norway,Unknown,Minister of Defense
Hermod Skånland,,Norway,Unknown,Deputy Governor of theBank of Norway
Lord Soames,,United Kingdom,Unknown,
Andre S. Spoor,,Netherlands,Unknown,"Editor-in-Chief,NRC Handelsblad"
Robert S. Strauss,,United States,Unknown,"Partner,Akin, Gump, Strauss, Hauer & Feld(Attorneys-at-Law); Former U.S. Special Trade Representative for Trade Negotiations"
Svenn Stray,,Norway,Unknown,Minister of Foreign Affairs
Bjorn Svedberg,,Sweden,Unknown,"President,Telefonaktiebolaget LM Ericsson"
Metin Toker,,Turkey,Unknown,"Columnist,Milliyet"
Victor H. Umbricht,,Switzerland,Unknown,"Mediator,East African Community; Member of the Board ofCiba-GeigyLtd."
Alexandre de Azeredo Vaz Pinto,,Portugal,Unknown,"President, The Institute of Foreign Investment; Former Minister of Commerce"
Paul A. Volcker,,United States,Unknown,"Chairman, Board of Governors,Federal Reserve System"
Ben J. Wattenberg,,United States,Unknown,"Senior Fellow,American Enterprise Institute; Author Working Paper Session I"
"Niels Werring, Jr.",,Norway,Unknown,"Senior Partner,Wilh. Wilhelmsen"
Kåre Willoch,,Norway,Unknown,Prime Minister of Norway
Manfred Wörner,,Federal Republic of Germany,Unknown,"Member of Parliament,CDU/CSU; Author Working Paper Session I"
Carlos Aritario,,Italy,Unknown,Personal Advsor to MinisterRognoni
Jacques Demers,,Canada,Unknown,"Special Advisor, Officer of the Minister of Justice and Attorney General of Canada"
R.K. Lochner,,Federal Republic of Germany,Unknown,Accompanying Mr.Helmut Kohlas Interermany
Guido Peruzzo,,Federal Republic of Germany,Unknown,Assistant to the Minister of Economics
Gianni Ravasio,,Italy,Unknown,Assistant to Mr. Gaston
Rudiger von Rosen,,Federal Republic of Germany,Unknown,"Head, President's Office,Deutsche Bundesbank"
Folkmar Stoecker,,Federal Republic of Germany,Unknown,Assistant to Mr.Walter Scheel
Horst Teltschik,,Federal Republic of Germany,Unknown,"Head, Office of Mr.Helmut Kohl"
Umberto Agnelli,,Italy,Unknown,"Chairman,FIAT AutoS.p.A.; Vice-Chairman and Managing Director,Istituto Finanziaro Industriale(IFI)"
Hans H. Angermueller,,United States,Unknown,"Vice Chairman,Citibank, N.A."
Raymond Barre,,France,Unknown,Former Prime Minister; Member of the National Assembly
Seweryn Bialer,,United States,Unknown,"Director, Research Institute on International Change,Columbia University"
Lise Bissonette,,Canada,Unknown,"Editor-in-Chief,Le Devoir"
Bjorn Bjarnason,,Iceland,Unknown,"Political Journalist,Morgunbladid"
Halvdan Bjorum,,Norway,Unknown,"Chairman of the Board,A/S Elektrisk Bureau"
Peter Carrington,,United Kingdom,Unknown,"Former Foreign Minister; LeaderConservative Party,House of Lords"
Jaime Carvajal y Urquijo,,Spain,Unknown,"Chairman of the Board of Directors,Banco Urquijo"
Juan Luis Cebrián,,Spain,Unknown,"Editor-in-Chif,El Pais"
Alden W. Clausen,,United States,Unknown,"President,The World Bank"
Kenneth W. Dam,,United States,Unknown,Deputy Secretary of State
James Dobbins,,United States,Unknown,Deputy Assistant Secretary of State
Thomas R. Donahue,,United States,Unknown,"Secretary-Treasurer,AFL-CIO"
Elizabeth Drew,,United States,Unknown,Journalist
Anders Ferm,,Sweden,Unknown,"Ambassador, Permanent Mission of Sweden to the United Nations"
Bernardino Gomes,,Portugal,Unknown,"Vice Chairman, Foundation for International Relations"
Alain Gomez,,France,Unknown,"Chairman and Chief Executive Officer,Thomson Group"
Hans Heckmann,,Switzerland,Unknown,"General Manager,Union Bank of Switzerland"
Jack Heinz,,United States,Unknown,"Chairman,H.J. Heinz Company; President, American Friends of Bilderberg, Inc."
Robert Hormats,,United States,Unknown,"Vice President,Goldman Sachs & Company"
Peter Jankowitsch,,Austria,Unknown,Deputy Secretary General for Foreign Affairs
David T. Kearns,,United States,Unknown,"Chairman,Xerox Corporation"
Otto Graf Lambsdorff,,West Germany,Unknown,Minister of Economic Affairs
Alexandre Lamfalussy,,Belgium,Unknown,"Assistant General Manager,Bank for International Settlements"
Gilles Lamontagne,,Canada,Unknown,Minister of Defense
Emile van Lennep,,Netherlands,Unknown,"Secretary-General,OECD"
André Leysen,,Belgium,Unknown,"Chairman of the Board,AGFA-GEVAERTGroup"
Ruud Lubbers,,Netherlands,Unknown,Prime Minister
Allan MacEachen,,Canada,Unknown,Deputy Prime Minister and Secretary of State for External Affaris
David Mahoney,,United States,Unknown,"Chairman of the Board,Norton SimonInc."
Leighton W. McCarthy,,Canada,Unknown,"President, McCarthy Securities Ltd."
R. Daniel McMichael,,United States,Unknown,"Administrative Agent, Scaife Family Charitable Trusts"
Alois Mertes,,West Germany,Unknown,"Minister of State, Ministry of Foreign Affairs"
Mario Monti,,Italy,Unknown,"Professor of Monetary Theory and Policy,Bocconi University, Milan; President, SUERF"
William D. Mulholland,,Canada,Unknown,"Chairman and Chief Executive Officer,Bank of Montreal"
Clas-Erik Odhner,,Sweden,Unknown,Economist at theSwedish Trade Union Confederation
Coen J. Oort,,Netherlands,Unknown,"Member of the Board, Algemene Bank Nederland N.V."
Anthony O'Reilly,,Ireland,Unknown,"President and Chief Executive Officer,H.J. Heinz Company"
John D. Paleocrassas,,Greece,Unknown,Member of Parliament; Former Minister of Coordination; Secretary-General ofNew Democracy Party
Richard Perle,,United States,Unknown,Assistant Secretary of Defense for International Security Policy
Alfred Powis,,Canada,Unknown,"Chairman and Chief Executive Officer,Noranda MinesLtd."
Raymond Probst,,Switzerland,Unknown,"Secretary of State, Federal Department of Foreign Affairs"
John P. Roche,,United States,Unknown,"Professor,Fletcher School of Law and Diplomacy,Tufts University"
Evelyn de Rothschild,,United Kingdom,Unknown,"Chairman,N.M. Rothschild & SonsLtd."
Volker Rühe,,West Germany,Unknown,"Deputy Leader, Parliamentary PartyCDU/CSU; Spokesman on Foreign and Security Policy"
John Sainsbury,,United Kingdom,Unknown,"Chairman,J. SainsburyPLC"
Willem E. Scherpenhuijsen,,Netherlands,Unknown,"Rom Chairman of the Board of Managing Directors,Nederlandsche MiddenstandsbankN.V."
C.G.E. Theriault,,Canada,Unknown,Vice-Chief of the Defense Staff
Paul Volcker,,United States,Unknown,"Chairman, Board of Governors, TheFederal Reserve System"
Hans Werthen,,Sweden,Unknown,"Chairman, Ericsson andElectrolux Group"
Juan A. Yanez-Barnuevo,,Spain,Unknown,"Director, Department of International Affairs at the Office of the Prime Minister"
Paolo Zannoni,,Italy,Unknown,"Director, Department Political Analysis,FIATS.p.A."
Tom Axworthy,,Canada,Unknown,Principal Secretary to the Prime Minister
Joseph Caron,,Canada,Unknown,Secretariat of Privy Council Office (Foreign and Defense Policy)
Hennecke Graf von Bassowitz,,West Germany,Unknown,Assistant to Mr. Scheel
Hans-Henning Blomeyer,,West Germany,Unknown,"Head, Office of Mr. Mertes"
Ulf Boge,,West Germany,Unknown,"Head, Office of Mr. Scheel"
Michael Dallas,,United States,Unknown,"Head, Office of General Rogers"
Robert Fowler,,Canada,Unknown,Assistant Secretary to the Cabinet (Foreign and Defense Policy)
Jose P. Luiz Gomes,,Portugal,Unknown,Diplomatic Advisor to Prime Minister ad interim Balsemao
Kai Hammerich,,Sweden,Unknown,"Senior Vice President,SAAB SCANIAAB"
Thomas Hertz,,West Germany,Unknown,"Head, Office of Graf Lambsdorff"
Baki İlkin,,Turkey,Unknown,Personal Assistant to Mr. Türkmen
Ted Johnson,,Canada,Unknown,Executive Assistant to the Prime Minister
Kenzie MacKinnon,,Canada,Unknown,Executive Assistant to the Secretary of State for External Affairs
Jim Mitchell,,Canada,Unknown,Department of External Affairs (Policy Analysis)
Michael Phillips,,Canada,Unknown,Senior Departmental Assistant to the Secretary of State for External Affairs
Reinhardt Sturmer,,West Germany,Unknown,Assistant to Mr. Schmidt
Bernard C. Thillaye,,Canada,Unknown,"Director, Strategic Policy Planning, Department of National Defense"
Grant F. Winthrop,,United States,Unknown,"Joint Raporteur, Bilderberg Meetings"
Georg Zimmer-Lehmann,,Austria,Unknown,"Managing Director,Creditanstalt-Bankverein"
Henrik Aasarod,,Norway,Unknown,Norwegian Seamens Union
Kenneth Adelman,,United States,Unknown,"Director,U.S. Arms Control and Disarmament Agency, Department of State"
Yıldırım Aktürk,,Turkey,Unknown,"Former Under Secretary of State,State Planning Organization"
Dwayne Andreas,,United States,Unknown,"Chairman of the Board,Archer-Daniels Midland"
Queen Beatrix of the Netherlands,,Netherlands,Unknown,
Nicholas F. Brady,,United States,Unknown,"Chairman,Dillon, Read & Co.. Former U.S. Senator"
Albert Breton,,Canada,Unknown,"Professor of Economics, Institute for Policy Analysis,University of Toronto"
Richard R. Burt,,United States,Unknown,Assistant Secretary of State for European Affairs
Louis Cabot,,United States,Unknown,"Chairman of the Board, TheCabot Corporation"
Angelos Canellopoulos,,Greece,Unknown,"Vice President,Titan Cement; Member of the Board, Union of Greek Industries"
Jean-Pierre Chevènement,,France,Unknown,Member of the National Assembly; President of CERES; Former Minister of Industry
W. Harriet Critchley,,Canada,Unknown,"Associate Professor, Faculty of Social Sciences, Department of Political Science,University of Calgary"
Étienne Davignon,,INT,Unknown,"Vice President, Commission of the European Communities"
Wisse Dekker,,Netherlands,Unknown,"President,Philips Gloeilampenfabrieken"
L.A. Delvoie,,Canada,Unknown,"Chairman, Task Force Work Group, Prime Minister's Task Force on East-West Relations and International Security"
David A. Dodge,,Canada,Unknown,"Assistant Deputy Minister, Strategic Planning, Department of Employment and Immigration"
James Eberle,,United Kingdom,Unknown,"Director,The Royal Institute of International Affairs"
Uffe Ellemann-Jensen,,Denmark,Unknown,Minister of Foreign Affiairs
Thomas O. Enders,,United States,Unknown,U.S. Ambassador to Spain
Garret Fitzgerald,,Ireland,Unknown,Prime Minister
Max Geldens,,Netherlands,Unknown,"Director,McKinsey & Company"
Charles H. Hantho,,Canada,Unknown,"President and Chief Executive officer, CIL Inc."
Crown Prince Harald of Norway,,Norway,Unknown,
Alfred Herrhausen,,Federa Republic of Germany,Unknown,"Managing Director,Deutsche Bank"
Michael Heseltine,,United Kingdom,Unknown,Secretary of State for Defence
Gerald Hinteregger,,Austria,Unknown,"Secretary-General, Ministry of Foreign Affairs"
John J. Horan,,United States,Unknown,"Chairman and Chief Executive Officer,Merck & Co."
Jaakko Iloniemi,,Finland,Unknown,Member of the Management Board of theUnion Bank of Finland; Former Ambassador of Finland to the U.S.
Robert A. Jeker,,Switzerland,Unknown,"President of the Executive Board,Credit Suisse"
Lennart Johansson,,Sweden,Unknown,"President and Group Executive,SKF; Vice Chairman of the Federation of Swedish Industries"
Karlheinz Kaske,,Federa Republic of Germany,Unknown,"President and Chief Executive Officer,Siemens A.G."
Louka Katseli,,Greece,Unknown,"Scientific Director,Centre of Planning and Economic Research"
Max Kohnstamm,,INT,Unknown,"Former President,European University Institute, Florence"
Kåre Kristiansen,,Norway,Unknown,Minister of Petroleum and Energy
Otto Graf Lambsdorff,,Federa Republic of Germany,Unknown,Minister of Economic Affairs
Emile van Lennep,,INT,Unknown,"Secretary-General,OECD"
Assar Lindbeck,,Sweden,Unknown,"Professor of International Economics,University of Stockholm"
Aarnout Loudon,,Netherlands,Unknown,"President Board of Management,AKZO"
Joseph Luns,,INT,Unknown,"Secretary-General,NATO"
Miguel Angel Martinez,,Spain,Unknown,"Member of Parliament and Vice President, Foreign Affairs Committee"
Curt Nicolin,,Sweden,Unknown,Chairman of the Swedish Employers' Confederation
Christine Ockrent,,France,Unknown,"Editor-in-Chief,Antenne II"
Clas-Erick Odhner,,Sweden,Unknown,Head of the Research Section of theSwedish Trade Union Confederation
Robert O'Neill,,INT,Unknown,"Director,International Institute for Strategic Studies"
Andre Goncalves Pereira,,Portugal,Unknown,"Professor of International Law,University of Lisbon; Former Minister of Foreign Affairs"
William B. Quandt,,United States,Unknown,"Senior Fellow, TheBrookings Institution"
John M. Raisman,,United Kingdom,Unknown,"Chairman and Chief Executive Officer,Shell UK"
Alice Rivlin,,United States,Unknown,"Director Economic Studies Program, TheBrookings Institution; Former Director, TheCongressional Budget Office"
Bernard W. Rogers,,INT,Unknown,Supreme Allied Commander Europe
Juan Tomas de Salas,,Spain,Unknown,"Editor,Cambio 16andDiario 16"
Wolfgang Schüssel,,Austria,Unknown,"Secretary General, Austrian Economic Federation"
Marshall D. Shulman,,United States,Unknown,"Director, W. Averell Harriman Institute for Advanced Study of the Soviet Union,Columbia University"
Joseph J. Sisco,,United States,Unknown,"Partner, Sisco Associates; Former Under Secretary of State for Political Affairs"
Theo Sommer,,Federa Republic of Germany,Unknown,"Publisher,Die Zeit"
Poul J. Svanholm,,Denmark,Unknown,"President and Group Chief Executive,United Breweries"
Stig Synnergren,,Sweden,Unknown,Principal Aide-de-Camp to the King; Former Supreme Commander
Şarık Tara,,Turkey,Unknown,"Chairman, ENKA Group of Companies"
Horst Teltschik,,Federa Republic of Germany,Unknown,"Head of Department Foreign Affairs and Security Policy, Chancellor's Office"
Anders Thunborg,,Sweden,Unknown,Minister of Defense
Emilio Rui Vilar,,Portugal,Unknown,"Vice Governor,Bank of Portugal"
Peter Wallenberg Sr.,,Sweden,Unknown,"Vice Chairman,Skandinaviska Enskilda Banken"
John C. Whitehead,,United States,Unknown,"Senior Partner,Goldman, Sachs & Co."
Otto Wolff von Amerongen,,Federa Republic of Germany,Unknown,"Chairman of the Board of Management,Otto Wolff"
John Hennings,,United Kingdom,Unknown,Former High Commissioner in Singapore
Johan H. Andresen,,Norway,Unknown,"Chairman and Chief Executive Officer, Tiedemann Group"
Thomas J. Bata,,Canada,Unknown,"Chairman,Bata"
Eivinn Berg,,Norway,Unknown,"Ambassador and Peramanent Representative, Norwegian Delegation toNATO; Former State Secretary"
John Bierwirth,,United States,Unknown,"Chairman,Grumman Corporation"
Bill Bradley,,United States,Unknown,U.S. Senator
Louis W. Cabot,,United States,Unknown,"Chairman,Cabot Corporation"
Umberto Cappuzzo,,Italy,Unknown,"Chief of Staff,Italian Army"
Hélène Carrère d'Encausse,,France,Unknown,"Professor,Institut d'Etudes Politiques de Paris; Professor of History and Political Science of the Soviet Union at theSorbonne"
Kaspar V. Cassani,,Switzerland,Unknown,"Senior Vice President,IBM Corporation; Chairman, IBM World Trade EMEA Corporation"
Jose Manuel Torres Couto,,Portugal,Unknown,"Secretary-General, General Trade Union UGT"
Michel Francois-Poncet,,France,Unknown,"Chairman,ParibasNorth America"
Michel Giraud,,France,Unknown,"Senator; President, RegionalCouncil of Ile de France"
Donald P. Gregg,,United States,Unknown,Assistant to the Vice President for National Security Affairs
William E. Griffith,,United States,Unknown,"Proessor, Political Science Department,Massachusetts Institute of Technology"
Franklyn Griffiths,,Canada,Unknown,"Professor, Center for Russian and East European Studies,University of Toronto"
Mats Hellström,,Sweden,Unknown,Minister for Foreign Trade
Martin Jacomb,,United Kingdom,Unknown,"Vice-chairman,Kleinwort Benson Limited"
James R. Jones,,United States,Unknown,"U.S. Congressman, Oklahoma"
Basil Kafiris,,Greece,Unknown,"Governor,Agricultural Bank of Greece"
Jak Kamhi,,Turkey,Unknown,"Chairman of the Board,Profilo Holding"
Geoffrey C. Kent,,United Kingdom,Unknown,"Chairman and Chief Executive,Imperial Group"
"Harold Lever, Baron Lever of Manchester",,United Kingdom,Unknown,Former Cabinet Minister and Financial Secretary; Former Member of Parliament
"Hans-Adam II, Prince of Liechtenstein",,Liechtenstein,Unknown,
Hans B. Van Liemt,,Netherlands,Unknown,"Chairman of the Managing Board of Directors,DSM"
Ernani Rodrigues Lopes,,Portugal,Unknown,Minister of Finance
Felicien Morel,,Switzerland,Unknown,"Director of Finance,Canton of Fribourg; Former M.P."
Osman Esim Olcay,,Turkey,Unknown,Ambassador to NATO; Former Foreign Minister
Robert O'Neill,,Australia,Unknown,"Director,International Institute for Strategic Studies"
Jean-Claude Paye,,France,Unknown,"Secretary-General,OECD"
Leland S. Prussia,,United States,Unknown,"Chairman,Bank of America"
Rozanne L. Ridgway,,United States,Unknown,U.S. Ambassador to the German Democratic Republic
"Eric Roll, Baron Roll of Ipsden",,United Kingdom,Unknown,"Chairman, S. G. Warburg & Co."
Guido Rossi,,Italy,Unknown,Lawyer
Onno Ruding,,Netherlands,Unknown,"Minister of Finance, Chairman of the Interim Committee of theIMF"
Giovanni Sartori,,Italy,Unknown,"Albert Schweitzer Professor in the Humanities,Columbia University"
Richard M. Scammon,,United States,Unknown,"Director, Elections Research Center"
Mario Schimberni,,Italy,Unknown,"President,Montedison"
Brent Scowcroft,,United States,Unknown,"Vice Chairman,Kissinger Associates; Former Member of President's General Advisory Committee on Arms Control"
Patrick Sheehy,,United Kingdom,Unknown,"Chairman,BAT Industries"
Javier Solana,,Spain,Unknown,Minister of Culture
Norman Tebbit,,United Kingdom,Unknown,"Secretary of Trade and Industry; Member of Parliament, Member of the Prime Minister's Cabinet"
Joop den Uyl,,Netherlands,Unknown,"Parliamentary Leader, Labour Party; Former Prime Minister"
Mark Weinberg,,United Kingdom,Unknown,"Chairman,Hambro Life Assurance"
Norbert Wieczorek,,West Germany,Unknown,Member of Parliament
James Wolfensohn,,United States,Unknown,"President, James D. Wolfensohn, Inc."
Bernard Wood,,Canada,Unknown,"Director,North-South Institute"
Manfred Wörner,,West Germany,Unknown,Minister of Defense
Edwin H. Yeo III,,United States,Unknown,"Managing Director,Morgan Stanley & Company; Former Under Secretary of the Treasury"
David Young,,United Kingdom,Unknown,Minister without Portfolio; Member Prime Minister's Cabinet
Georg Zimmer-Lehman,,Austria,Unknown,"Managing Director,Creditanstalt-Bankverein"
Carl Johan Aaberg,,Sweden,Unknown,Under-Secretary of State
Torvild Aakvaag,,Norway,Unknown,"Director General,Norsk Hydro"
Antony Acland,,United Kingdom,Unknown,Permanent Under Secretary of State and Head of the Diplomatic Service; Ambassador-Designate to Washington
Martin Bangemann,,Federal Republic of Germany,Unknown,Minister of Economic Affairs
Einar Benediktsson,,Iceland,Unknown,Ambassador to the United Kingdom
Tom Boardman,,United Kingdom,Unknown,"Chairman,National Westminster Bank"
Hans van den Broek,,Netherlands,Unknown,Minister for Foreign Affairs
Yavuz Canevi,,Turkey,Unknown,Governor of theCentral Bank of the Republic of Turkey
Alain Chevalier,,France,Unknown,"Chairman,Moet Hennessy"
Henry S. F. Cooper Jr.,,United States,Unknown,"Deputy U.S. Negotiator, Defense and Space Group"
David Dautresme,,France,Unknown,"General Partner, Lazard Freres & Cie"
"Robert A. Day, Jr.",,United States,Unknown,"Chairman,Trust Company of the West"
John L. Egan,,United Kingdom,Unknown,"Chairman and Chief Executive,Jaguar"
Daniel J. Evans,,United States,Unknown,U.S. Senator
Muray H. Finley,,United States,Unknown,"President,Amalgamated Clothing and Textile Workers Union"
Barbara Frum,,Canada,Unknown,Host ofThe Journal(Television Program of theCanadian Broadcasting Corporation)
Allan Gotlieb,,Canada,Unknown,Ambassador to the United States
Alec Douglas-Home,,United Kingdom,Unknown,Former Prime Minister; Former Chairman of Bilderberg Meetings
Arnold L. Horelick,,United States,Unknown,"Director, TheRand/UCLACenter for the Study of Soviet International Behavior"
Simon Jenkins,,United Kingdom,Unknown,"Political Editor,The Economist"
Paul R. Jolles,,Switzerland,Unknown,"Chairman of the Board,Nestle; Former State Secretary for Foreign Economic Affairs"
Hans Klein,,Federal Republic of Germany,Unknown,Member of Parliament for theCDU/CSU; Spokesman on Foreign Affairs
Franz J. Lutolf,,Switzerland,Unknown,"General Manager and Member of the Executive Board,Swiss Bank Corporation"
Antonio Maccanico,,Italy,Unknown,"General Secretary, Office of the President of the Italian Republic"
Stephanos Manos,,Greece,Unknown,Member of Parliament
Leonardo Mathias,,Portugal,Unknown,Ambassador to the United States
Donald McHenry,,United States,Unknown,University Research Professor of Diplomacy and International AffairsGeorgetown University; Former Ambassador to theUnited Nations
Tommaso Padoa-Schioppa,,Italy,Unknown,"Deputy Director General,Banca d'Italia"
Michael Palliser,,United Kingdom,Unknown,"Chairman,Samuel Montagu & Co. Limited; Chairman of the Council,International Institute for Strategic Studies"
Robert L. Pfaltzgraff,,United States,Unknown,"President, Institute for Foreign Policy Analysis"
Herbert Pundik,,Denmark,Unknown,"Editor-in-Chief,Politiken"
Robert P. Reid,,United Kingdom,Unknown,"Chairman,Shell UK"
Malcolm Rifkind,,United Kingdom,Unknown,Secretary of State for Scotland
Michel Rocard,,France,Unknown,Member of Parliament (Socialist Party)
Mariano Rubio,,Spain,Unknown,"Governor,Bank of Spain"
Renato Ruggiero,,Italy,Unknown,"General Secretary, Ministry for Foreign Affairs"
Gaetano Scardocchia,,Italy,Unknown,"Editor,La Stampa"
Walter Scheel,,Federal Republic of Germany,Unknown,Former President; Former Chairman of Bilderberg Meetings
Artur Santos Silva,,Portugal,Unknown,"Former Under Secretary of the Treasury; Former Vice President,Bank of Portugal; President,Banco Portugues de Investimento"
John Smith,,United Kingdom,Unknown,Member of Parliament (Labour Party)
Luigi Spaventa,,Italy,Unknown,"Professor of Economics,University of Rome"
Frank Swaelen,,Belgium,Unknown,"President, Christian Democratic Party"
Seyfi Taşhan,,Turkey,Unknown,"Managing Director,Foreign Policy Institute"
Nils Morten Udgaard,,Norway,Unknown,"Deputy Secretary, Prime Minister's Office"
Angelika Volle,,Federal Republic of Germany,Unknown,"Research Fellow,German Council on Foreign Relations"
"Charles, Prince of Wales",,United Kingdom,Unknown,
Nils Wilhjelm,,Denmark,Unknown,Minister of Industry
Lynn R. Williams,,United States,Unknown,"International President,United Steel Workers of America"
Frank G. Wisner,,United States,Unknown,"Deputy Assistant Secretary for African Affairs, Department of State"
Alfredo Ambrosetti,,Italy,Unknown,"President,Studio Ambrosetti; Organizer 1987 Conference"
Saskia ten Asbroek,,Netherlands,Unknown,"Executive Secretary, Bilderberg Meetings"
Alec S. Donkin,,United Kingdom,Unknown,"Organizer, 1986 Conference"
Gündüz Aktan,,Turkey,Unknown,"Adviser to the Prime Minister, Ministry for Foreign Affairs"
Paul A. Allaire,,United States,Unknown,"President,Xerox Corporation"
Michael R. Angus,,United Kingdom,Unknown,"Chairman,Unilever"
Nils Astrup Hoel,,Norway,Unknown,"Chairman of the Board, Fearnley & Eger"
Édouard Balladur,,France,Unknown,"Minister of State; Minister of Economics, Finance and Privatization"
Luigi Caligaris,,Italy,Unknown,Author and Defence Correspondent
Costa-Gavras,,Greece,Unknown,Director of Companies
Carlo Azeglio Ciampi,,Italy,Unknown,"Governor,Banca d'Italia"
Francesco Cingano,,Italy,Unknown,"Chairman, Banca Commerciale Italiana"
Richard Darman,,United States,Unknown,"Managing Director,Shearson Lehman Brothers; Former Deputy Secretary, Department of the Treasury"
Arthur Dunkel,,Switzerland,Unknown,"Director General, General Agreement on Tariffs and Trade"
Fredrik Stefan Eaton,,Canada,Unknown,"President and Chief Executive Officer, Eaton's of Canada Limited"
John S. Foster Jr.,,United States,Unknown,"Vice President,TRW"
Raul Gardini,,Italy,Unknown,"Chairman, Ferruzzi"
Paul Girolami,,United Kingdom,Unknown,"Chairman,Glaxo Holdings"
Maynard W. Glitman,,United States,Unknown,Negotiator on Intermediate Range Nuclear Arms
Anthony G.S. Griffin,,Canada,Unknown,Director of Companies
Helmut H. Haschek,,Austria,Unknown,"Chairman of the Board,Osterreichische Kontrollbank"
"Vernon E. Jordan, Jr.",,United States,Unknown,"Partner,Akin, Gump, Strauss, Hauer & Feld(Attorneys-at-Law); Former President,National Urban League"
Cor J. Van Der Klugt,,Netherlands,Unknown,"President,Philips Gloeilampenfabrieken"
Marc Ladreit de Lacharrière,,France,Unknown,"Vice President,L'Oreal"
Frantz J. Lutolf,,Switzerland,Unknown,"General Manager and Member of the Executive Board,Swiss Bank Corporation"
Jose Eduardo Moniz,,Portugal,Unknown,"Director of Information,Rádio e Televisão de Portugal"
Davíð Oddsson,,Iceland,Unknown,Mayor of Reykjavik
Fernando Faria de Oliveira,,Portugal,Unknown,"Executive Vice President, IPE"
Yiannos Papantoniou,,Greece,Unknown,"Under-Secretary, Ministry of National Economy"
François Perigot,,France,Unknown,"Chairman of the National Council, Patronat Francais"
Charles H. Price II,,United States,Unknown,Ambassador to the United Kingdom of Great Britain and Northern Ireland
Franco Reviglio,,Italy,Unknown,"Chairman,ENI"
Cesare Romiti,,Italy,Unknown,"Chief Executive Officer,Fiat"
Julian Santamaria,,Spain,Unknown,Ambassador to the United States of America
Antoinette Spaak,,Belgium,Unknown,"Minister of State; Former Chairman, Federation des Francophones"
Hubert Védrine,,France,Unknown,Former Foreign Policy Adviser to the President
Joris Voorhoeve,,Netherlands,Unknown,Parliamentary Leader of theVVD
Lodewijk Christiaan van Wachem,,Netherlands,Unknown,"President,Royal Dutch Petroleum Company"
William Waldegrave,,United Kingdom,Unknown,"Minister for the Environment, Countryside and Planning"
Peter Wallenberg,,Sweden,Unknown,"Vice Chairman,Skandinaviska Enskilda"
Norman Webster,,Canada,Unknown,"Editor-in-Chief,The Globe and Mail"
"Brayton Wilbur, Jr.",,United States,Unknown,"Executive Vice President, Wilbur Ellis Company"
Zekeriya Yıldırım,,Turkey,Unknown,Governor of theCentral Bank
Hans L. Zetterberg,,Sweden,Unknown,"Editor-in-Chief,Svenska Dagbladet"
Andreas Andrianopoulos,,Greece,Unknown,Mayor of Piraeus; Former Minister of Culture
Francisco Pinto Balsemao,,Portugal,Unknown,"Director, Jornal Expresso; Former Prime Minister"
Enrique Baron,,Spain,Unknown,"Vice President, European Parliament; President, European Movement; Former Minister of Transport"
Ernst H. van der Beugel,,Netherlands,Unknown,"Emeritus Proessor of International Relations,Leyden University; Director of Companies"
Selahattin Beyazit,,Turkey,Unknown,Director of Companies
Conrad M. Black,,Canada,Unknown,"Chairman,Argus Corporation"
Shirley Temple Black,,United States,Unknown,"Foreign Affairs Officer, Department of State; Former Ambassador to the Republic of Ghana"
Franz Blankart,,Switzerland,Unknown,"State Secretary for External Economic Affairs, Federal Department of Public Economy"
Ali Bozer,,Turkey,Unknown,Minister of State
Nicolas F. Brady,,United States,Unknown,"Co-Chairman,Dillon, Read & Co.; Former U.S. Senator"
Francois Bujon de LEstang,,France,Unknown,"Minister Plenipotentiary; Former Adviser for Diplomatic Affairs, Defence and Cooperation in the Cabinet of Mr.Jacques Chirac"
Staffan Burenstam Linder,,Sweden,Unknown,"President, Stockholm School of Ecnomics; Former Minister of Trade; Former Member of Parliament"
Costa Carras,,Greece,Unknown,Director of Companies
Juan Luis Cebrian,,Spain,Unknown,"Director and Editor-in-Chief,El Pais"
Marshall A. Cohen,,Canada,Unknown,"President, Olympia & York Enterprises Limited"
